Comment,Emotion,cleaned_text,tokens,processed_tokens,processed_text
ive talked with her telling her that sometimes i feel shes not sincere,joy,ive talked with her telling her that sometimes i feel shes not sincere,"['ive', 'talked', 'with', 'her', 'telling', 'her', 'that', 'sometimes', 'i', 'feel', 'shes', 'not', 'sincere']","['ive', 'talked', 'telling', 'sometimes', 'feel', 'shes', 'sincere']",ive talked telling sometimes feel shes sincere
im not enjoying winter hate feeling cold and having to dress in so many layers,anger,im not enjoying winter hate feeling cold and having to dress in so many layers,"['im', 'not', 'enjoying', 'winter', 'hate', 'feeling', 'cold', 'and', 'having', 'to', 'dress', 'in', 'so', 'many', 'layers']","['im', 'enjoying', 'winter', 'hate', 'feeling', 'cold', 'dress', 'many', 'layers']",im enjoying winter hate feeling cold dress many layers
i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough,anger,i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough,"['i', 'did', 'this', 'especially', 'feels', 'strongly', 'at', 'the', 'moment', 'with', 'gina', 'who', 'just', 'died', 'but', 'had', 'as', 'fucked', 'up', 'as', 'a', 'family', 'as', 'you', 'could', 'ever', 'imagine', 'and', 'wrote', 'me', 'letters', 'during', 'my', 'misgivings', 'and', 'insecure', 'times', 'about', 'how', 'my', 'love', 'was', 'enough']","['especially', 'feels', 'strongly', 'moment', 'gina', 'died', 'fucked', 'family', 'could', 'ever', 'imagine', 'wrote', 'letters', 'misgivings', 'insecure', 'times', 'love', 'enough']",especially feels strongly moment gina died fucked family could ever imagine wrote letters misgivings insecure times love enough
i didnt sleep quite as well last night but i still feel quite energetic this morning,joy,i didnt sleep quite as well last night but i still feel quite energetic this morning,"['i', 'didnt', 'sleep', 'quite', 'as', 'well', 'last', 'night', 'but', 'i', 'still', 'feel', 'quite', 'energetic', 'this', 'morning']","['didnt', 'sleep', 'quite', 'well', 'last', 'night', 'still', 'feel', 'quite', 'energetic', 'morning']",didnt sleep quite well last night still feel quite energetic morning
i get angry at myself when i feel bitter,anger,i get angry at myself when i feel bitter,"['i', 'get', 'angry', 'at', 'myself', 'when', 'i', 'feel', 'bitter']","['get', 'angry', 'feel', 'bitter']",get angry feel bitter
i could even think about it i said uh well most days i feel like im being tortured i want to pull all my hair out and scream so i guess not,anger,i could even think about it i said uh well most days i feel like im being tortured i want to pull all my hair out and scream so i guess not,"['i', 'could', 'even', 'think', 'about', 'it', 'i', 'said', 'uh', 'well', 'most', 'days', 'i', 'feel', 'like', 'im', 'being', 'tortured', 'i', 'want', 'to', 'pull', 'all', 'my', 'hair', 'out', 'and', 'scream', 'so', 'i', 'guess', 'not']","['could', 'even', 'think', 'said', 'uh', 'well', 'days', 'feel', 'like', 'im', 'tortured', 'want', 'pull', 'hair', 'scream', 'guess']",could even think said uh well days feel like im tortured want pull hair scream guess
i feel overly distracted so tabby and i started again working on the paths and the routes we have here through the woods down to the big creek and around the former second meadow,anger,i feel overly distracted so tabby and i started again working on the paths and the routes we have here through the woods down to the big creek and around the former second meadow,"['i', 'feel', 'overly', 'distracted', 'so', 'tabby', 'and', 'i', 'started', 'again', 'working', 'on', 'the', 'paths', 'and', 'the', 'routes', 'we', 'have', 'here', 'through', 'the', 'woods', 'down', 'to', 'the', 'big', 'creek', 'and', 'around', 'the', 'former', 'second', 'meadow']","['feel', 'overly', 'distracted', 'tabby', 'started', 'working', 'paths', 'routes', 'woods', 'big', 'creek', 'around', 'former', 'second', 'meadow']",feel overly distracted tabby started working paths routes woods big creek around former second meadow
i don t feel that irritated,anger,i don t feel that irritated,"['i', 'don', 't', 'feel', 'that', 'irritated']","['feel', 'irritated']",feel irritated
im feeling font friendly,joy,im feeling font friendly,"['im', 'feeling', 'font', 'friendly']","['im', 'feeling', 'font', 'friendly']",im feeling font friendly
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,anger,i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,"['i', 'was', 'sipping', 'my', 'diet', 'coke', 'watching', 'my', 'the', 'swimming', 'lessons', 'and', 'feeling', 'aggravated', 'that', 'my', 'mousekins', 'were', 'not', 'being', 'better', 'listeners', 'the', 'thought', 'crossed', 'my', 'mind']","['sipping', 'diet', 'coke', 'watching', 'swimming', 'lessons', 'feeling', 'aggravated', 'mousekins', 'better', 'listeners', 'thought', 'crossed', 'mind']",sipping diet coke watching swimming lessons feeling aggravated mousekins better listeners thought crossed mind
i do that he can t stand feeling threatened and looking over his shoulder,fear,i do that he can t stand feeling threatened and looking over his shoulder,"['i', 'do', 'that', 'he', 'can', 't', 'stand', 'feeling', 'threatened', 'and', 'looking', 'over', 'his', 'shoulder']","['stand', 'feeling', 'threatened', 'looking', 'shoulder']",stand feeling threatened looking shoulder
i forgot to take it yesterday so this morning i took two i feel super sick now,joy,i forgot to take it yesterday so this morning i took two i feel super sick now,"['i', 'forgot', 'to', 'take', 'it', 'yesterday', 'so', 'this', 'morning', 'i', 'took', 'two', 'i', 'feel', 'super', 'sick', 'now']","['forgot', 'take', 'yesterday', 'morning', 'took', 'two', 'feel', 'super', 'sick']",forgot take yesterday morning took two feel super sick
i really don t feel all that bothered by the north london derby,anger,i really don t feel all that bothered by the north london derby,"['i', 'really', 'don', 't', 'feel', 'all', 'that', 'bothered', 'by', 'the', 'north', 'london', 'derby']","['really', 'feel', 'bothered', 'north', 'london', 'derby']",really feel bothered north london derby
i didn t have feelings for them but seriously after a while how do you feel love for someone who treats you with such disregard i was faithful and loyal,joy,i didn t have feelings for them but seriously after a while how do you feel love for someone who treats you with such disregard i was faithful and loyal,"['i', 'didn', 't', 'have', 'feelings', 'for', 'them', 'but', 'seriously', 'after', 'a', 'while', 'how', 'do', 'you', 'feel', 'love', 'for', 'someone', 'who', 'treats', 'you', 'with', 'such', 'disregard', 'i', 'was', 'faithful', 'and', 'loyal']","['feelings', 'seriously', 'feel', 'love', 'someone', 'treats', 'disregard', 'faithful', 'loyal']",feelings seriously feel love someone treats disregard faithful loyal
i went into that feeling more than a little bit scared as my running training to date had been almost non existent,fear,i went into that feeling more than a little bit scared as my running training to date had been almost non existent,"['i', 'went', 'into', 'that', 'feeling', 'more', 'than', 'a', 'little', 'bit', 'scared', 'as', 'my', 'running', 'training', 'to', 'date', 'had', 'been', 'almost', 'non', 'existent']","['went', 'feeling', 'little', 'bit', 'scared', 'running', 'training', 'date', 'almost', 'non', 'existent']",went feeling little bit scared running training date almost non existent
i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,anger,i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,"['i', 'am', 'feeling', 'manipulkated', 'and', 'wronged', 'by', 'my', 'son', 'and', 'its', 'as', 'though', 'he', 'is', 'lucy', 'and', 'i', 'am', 'charlie', 'brown']","['feeling', 'manipulkated', 'wronged', 'son', 'though', 'lucy', 'charlie', 'brown']",feeling manipulkated wronged son though lucy charlie brown
im also feeling more shaky in my confidence in my faith but at the same time i feel like im growing spiritually a lot and also growing a lot in my understanding of the world around me,fear,im also feeling more shaky in my confidence in my faith but at the same time i feel like im growing spiritually a lot and also growing a lot in my understanding of the world around me,"['im', 'also', 'feeling', 'more', 'shaky', 'in', 'my', 'confidence', 'in', 'my', 'faith', 'but', 'at', 'the', 'same', 'time', 'i', 'feel', 'like', 'im', 'growing', 'spiritually', 'a', 'lot', 'and', 'also', 'growing', 'a', 'lot', 'in', 'my', 'understanding', 'of', 'the', 'world', 'around', 'me']","['im', 'also', 'feeling', 'shaky', 'confidence', 'faith', 'time', 'feel', 'like', 'im', 'growing', 'spiritually', 'lot', 'also', 'growing', 'lot', 'understanding', 'world', 'around']",im also feeling shaky confidence faith time feel like im growing spiritually lot also growing lot understanding world around
i am most defensive when i feel most threatened,fear,i am most defensive when i feel most threatened,"['i', 'am', 'most', 'defensive', 'when', 'i', 'feel', 'most', 'threatened']","['defensive', 'feel', 'threatened']",defensive feel threatened
im feeling quite pleased this week,joy,im feeling quite pleased this week,"['im', 'feeling', 'quite', 'pleased', 'this', 'week']","['im', 'feeling', 'quite', 'pleased', 'week']",im feeling quite pleased week
i suppose if one were to love someone one would feel doubtful,fear,i suppose if one were to love someone one would feel doubtful,"['i', 'suppose', 'if', 'one', 'were', 'to', 'love', 'someone', 'one', 'would', 'feel', 'doubtful']","['suppose', 'one', 'love', 'someone', 'one', 'would', 'feel', 'doubtful']",suppose one love someone one would feel doubtful
im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,anger,im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,"['im', 'just', 'feeling', 'seriously', 'pissed', 'off', 'at', 'myself', 'for', 'doing', 'something', 'fantabulous', 'but', 'utterly', 'stupid']","['im', 'feeling', 'seriously', 'pissed', 'something', 'fantabulous', 'utterly', 'stupid']",im feeling seriously pissed something fantabulous utterly stupid
i feel rich indeed,joy,i feel rich indeed,"['i', 'feel', 'rich', 'indeed']","['feel', 'rich', 'indeed']",feel rich indeed
i feel so vulnerable and yet so protective over her,fear,i feel so vulnerable and yet so protective over her,"['i', 'feel', 'so', 'vulnerable', 'and', 'yet', 'so', 'protective', 'over', 'her']","['feel', 'vulnerable', 'yet', 'protective']",feel vulnerable yet protective
i was just not feeling up to it for a few reasons but i am so glad to be back,joy,i was just not feeling up to it for a few reasons but i am so glad to be back,"['i', 'was', 'just', 'not', 'feeling', 'up', 'to', 'it', 'for', 'a', 'few', 'reasons', 'but', 'i', 'am', 'so', 'glad', 'to', 'be', 'back']","['feeling', 'reasons', 'glad', 'back']",feeling reasons glad back
i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind,joy,i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind,"['i', 'feel', 'the', 'divine', 'envelope', 'me', 'when', 'i', 'watch', 'literally', 'hundreds', 'of', 'faithful', 'at', 'mass', 'in', 'line', 'for', 'eucharist', 'hundreds', 'of', 'people', 'who', 'include', 'professors', 'homeless', 'bankers', 'students', 'rich', 'poor', 'mentally', 'ill', 'healthy', 'conservatives', 'liberals', 'gay', 'straight', 'sweet', 'rude', 'arrogant', 'kind']","['feel', 'divine', 'envelope', 'watch', 'literally', 'hundreds', 'faithful', 'mass', 'line', 'eucharist', 'hundreds', 'people', 'include', 'professors', 'homeless', 'bankers', 'students', 'rich', 'poor', 'mentally', 'ill', 'healthy', 'conservatives', 'liberals', 'gay', 'straight', 'sweet', 'rude', 'arrogant', 'kind']",feel divine envelope watch literally hundreds faithful mass line eucharist hundreds people include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind
